CODIGO,DESCRIPCION,F.COMPRA,P.COMPRA,DEPRE.ACU,V.ACTUAL,Meses.Deprec,Deprec.Mensual,CuotaxDeprec
4203,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','0.00','280.00',60,'4.67',60
4204,'EXTINTOR 10LBS P.Q','01/02/2011','280.00','130.48','149.52',60,'4.67',32
4230,'EXTINTOR 50 LBS CO','15/02/2011','7.300.00','3.771.46','3.528.54',60,'121.67',29
4231,'EXTINTOR 50 LBS CO','15/02/2011','7.300.00','3.771.46','3.528.54',60,'121.67',29
4232,'EXTINTOR 50 LBS CO','15/02/2011','7.300.00','3.771.46','3.528.54',60,'121.67',29
4233,'EXTINTOR 50 LBS CO','15/02/2011','7.300.00','3.771.46','3.528.54',60,'121.67',29
4235,'EXTINTOR 10 LBS CO','01/02/2011','1.680.00','868.00','812.00',60,'28.00',29
4236,'EXTINTOR 10 LBS CO','01/02/2011','1.680.00','868.00','812.00',60,'28.00',29
4272,'VENTILADOR MAGEFES','22/02/2011','195.54','91.00','104.54',60,'3.26',32
4273,'MANDARRIA DE ACERO','10/02/2011','267.86','124.88','142.98',60,'4.46',32
4593,'PESO DE 25KGMS 2 C','01/06/2011','303.57','171.70','131.87',60,'5.06',26
4594,'PALLET JACK TOYOTA','01/06/2011','4.015.00','2.274.94','1.740.06',60,'66.92',26
4793,'VENTILADOR 36" PAR','16/08/2011','4.000.00','2.066.46','1.933.54',60,'66.67',29
4794,'VENTILADOR 36" PAR','16/08/2011','4.000.00','2.066.46','1.933.54',60,'66.67',29
5066,'PESO RELOJ 20/25KG','16/01/2012','350.00','151.58','198.42',60,'5.83',34
5789,'HIDROJET 110V PW17','11/12/2012','2.712.00','678.00','2.034.00',60,'45.20',45
5801,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
5802,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
5803,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
5804,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
5805,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
5806,'EXTINTOR P.Q.S.20"','20/02/2013','900.00','195.00','705.00',60,'15.00',47
593001,'EXTINTOR 10 LBS AB','16/07/2002','31.20','31.20','0.00',60,'0.52',''
593002,'EXTINTOR 10 LBS AB','16/07/2002','31.20','31.20','0.00',60,'0.52',''
478,'MONITOR LG','19/05/2003','0.00','0.00','0.00',36,'0.00',''
852,'MONITOR SVGA 15" S','13/04/2004','331.90','331.90','0.00',36,'9.22',''
1028,'REGULADOR  INTEGRA','13/01/2005','47.83','47.82','0.01',36,'1.33',0
1132,'TECLADO','31/05/2005','0.00','0.00','0.00',36,'0.00',''
1135,'MONITOR SVGA 15"','31/05/2005','251.30','251.30','0.00',36,'6.98',''
1223,'MONITOR SVGA 15" A','08/08/2005','225.22','225.17','0.05',36,'6.26',0
1290,'DATA TRANSFER SWIT','21/11/2005','0.00','0.00','0.00',36,'0.00',''
1313,'UPS X MART','14/12/2005','0.00','0.00','0.00',36,'0.00',''
1358,'CALCULADORA CANON','11/02/2006','165.00','164.95','0.05',36,'4.58',0
1479,'PRINTER EPSON LX30','20/03/2006','509.30','509.19','0.11',36,'14.15',0
1535,'IMPRESORA EPSON FX','14/06/2006','859.65','859.48','0.17',36,'23.88',0
1584,'MONITOR SVGA 15" N','23/09/2006','210.53','210.36','0.17',36,'5.85',0
1586,'MOUSE GENIUS NETSR','23/09/2006','16.23','15.31','0.92',36,'0.45',2
1656,'FOTOC.CANON IR-102','24/11/2006','2.149.12','2.148.94','0.18',36,'59.70',0
1790,'MONITOR 17" STRAGO','28/04/2007','378.38','378.36','0.02',36,'10.51',0
1940,'CPU PROC.INTELCELE','16/08/2007','808.00','807.86','0.14',36,'22.44',0
2009,'MOUSE GENIUS 2 BOT','27/08/2007','16.90','16.14','0.76',36,'0.47',2
2010,'TECLADO GENIUS PUE','27/08/2007','18.90','18.22','0.68',36,'0.53',1
2015,'CPU PROCESADOR INT','27/08/2007','782.00','781.93','0.07',36,'21.72',0
2170,'CPU','20/11/2007','1.508.00','1.507.69','0.31',36,'41.89',0
2224,'IMPRESORA DE TICKE','17/12/2007','1.137.62','1.137.60','0.02',36,'31.60',0
2358,'DATA MANUAL SWITCH','22/02/2008','36.00','36.00','0.00',36,'1.00',''
2398,'TECLADO PS2 GENIUS','22/04/2008','38.00','0.00','38.00',36,'1.06',36
2431,'TECLADO NEGRO','13/05/2008','34.00','0.00','34.00',36,'0.94',36
2435,'IMP.EPSON LX-300','12/05/2008','1.240.00','929.88','310.12',36,'34.44',9
2507,'CASE FOXCONN ATX30','09/07/2008','1.087.00','815.13','271.87',36,'30.19',9
2511,'TECLADO GENIUS PS2','09/07/2008','35.00','26.19','8.81',36,'0.97',9
2518,'MOUSE GENIUS PS2 2','09/07/2008','32.00','23.76','8.24',36,'0.89',9
2519,'MOUSE GENIUS PS2 2','09/07/2008','32.00','0.00','32.00',36,'0.89',36
2526,'REG.DE VOL.5 ENTRA','09/07/2008','57.00','42.66','14.34',36,'1.58',9
2774,'CPU INTEL 430 1.8G','10/11/2008','1.149.00','1.148.76','0.24',36,'31.92',0
2858,'PATCH PANEL 24PUER','18/12/2008','133.00','132.84','0.16',36,'3.69',0
2859,'SWITCH DATA 24 PUE','18/12/2008','274.00','273.96','0.04',36,'7.61',0
2897,'MOUSE GENIUS OPTIC','01/02/2009','23.00','0.00','23.00',36,'0.64',36
3082,'MOUSE GENIUS OPTIC','02/07/2009','28.57','24.49','4.08',36,'0.79',5
3189,'CAMARA DIG.+MEMO.2','01/12/2009','1.00','0.00','1.00',36,'0.03',36
3228,'REGLETA 12SAL.SUPR','01/12/2009','303.57','0.00','303.57',36,'8.43',36
3463,'ROUTER XTREME D-LI','27/04/2010','1.420.00','1.064.88','355.12',36,'39.44',9
3474,'ANTENA D-LINK BIPO','03/05/2010','319.00','239.22','79.78',36,'8.86',9
3536,'CONTROL DE ACCESO','21/05/2010','2.312.50','1.734.21','578.29',36,'64.24',9
3653,'REG.VOLT.2000VA/12','02/07/2010','819.85','0.00','819.85',36,'22.77',36
3768,'IMP.EPSON FX-890','07/09/2010','5.600.00','4.199.85','1.400.15',36,'155.56',9
3793,'CPU DUAL CORE 2.40','21/08/2010','2.191.96','1.643.76','548.20',36,'60.89',9
3796,'TECLADO OMEGA PS/2','21/08/2010','49.25','42.16','7.09',36,'1.37',5
3798,'MOUSE OMEGA PS/2','21/08/2010','31.37','23.49','7.88',36,'0.87',9
3953,'CPU CORE DUO 2.93G','01/11/2010','3.381.94','2.536.38','845.56',36,'93.94',9
3966,'MOUSE OMEGA 278962','01/11/2010','1.00','0.00','1.00',36,'0.03',36
4083,'LAP.ACER AS4732Z45','08/12/2010','1.00','0.00','1.00',36,'0.03',36
4301,'CPU INTEL CORE I3','21/03/2011','3.898.81','3.357.30','541.51',36,'108.30',5
4306,'MONITOR LCD 18.5"S','21/03/2011','1.142.86','983.94','158.92',36,'31.75',5
4308,'MONITOR LCD 18.5"S','21/03/2011','1.142.86','983.94','158.92',36,'31.75',5
4324,'TECLADO OMEGA','21/03/2011','1.00','0.00','1.00',36,'0.03',36
4331,'MOUSE OMEGA OPTICO','21/03/2011','1.00','0.00','1.00',36,'0.03',36
4596,'UPS APC 550 VA.8 T','04/06/2011','679.00','641.24','37.76',36,'18.86',2
4597,'UPS APC 550 VA.8 T','04/06/2011','679.00','641.24','37.76',36,'18.86',2
4610,'CPU INT.CORE I3 53','10/06/2011','3.710.73','3.504.38','206.35',36,'103.08',2
4612,'MONITOR LCD 18.5"','10/06/2011','1.116.07','1.054.00','62.07',36,'31.00',2
4725,'REG.VOLTAGE OMEGA','21/07/2011','98.21','87.04','11.17',36,'2.73',4
4726,'REG.VOLTAGE OMEGA','21/07/2011','98.21','87.04','11.17',36,'2.73',4
4727,'REG.VOLTAGE OMEGA','21/07/2011','98.21','87.04','11.17',36,'2.73',4
4729,'REG.VOLTAGE OMEGA','21/07/2011','98.21','87.04','11.17',36,'2.73',4
4854,'DVR GRAB.DIG.16CAM','01/09/2011','5.235.00','4.362.30','872.70',36,'145.42',6
4855,'DVR GRAB.DIG.16CAM','01/09/2011','5.235.00','4.362.30','872.70',36,'145.42',6
4856,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4857,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4858,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4859,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4860,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4861,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4862,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4863,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4864,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4865,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4866,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4867,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4868,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4869,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4870,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4871,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4872,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4873,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4874,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4875,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4876,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4877,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4878,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4879,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4880,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4881,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4882,'CAMARA SHARP 1/4"4','01/09/2011','839.00','699.00','140.00',36,'23.31',6
4883,'DOMO 1/4" SONY 420','01/09/2011','420.00','349.80','70.20',36,'11.67',6
4884,'DOMO 1/4" SONY 420','01/09/2011','420.00','349.80','70.20',36,'11.67',6
4885,'DOMO 1/4" SONY 420','01/09/2011','420.00','349.80','70.20',36,'11.67',6
4886,'DOMO 1/4" SONY 420','01/09/2011','420.00','349.80','70.20',36,'11.67',6
4915,'IMP.CANON MP250 MU','26/09/2011','428.57','357.00','71.57',36,'11.90',6
4921,'UPS APC 550VA ECOL','26/09/2011','589.29','490.80','98.49',36,'16.37',6
4930,'CALC.CASIO DR120TM','01/10/2011','695.00','559.70','135.30',36,'19.31',7
4945,'MONITOR LCD 18.5"','27/09/2011','1.116.07','930.00','186.07',36,'31.00',6
5000,'CPU INTEL D/C S775','29/11/2011','2.496.00','1.871.91','624.09',36,'69.33',9
5001,'CPU INTEL D/C S775','29/11/2011','2.496.00','1.871.91','624.09',36,'69.33',9
5002,'MONITOR LCD 18.5 A','29/11/2011','893.00','694.40','198.60',36,'24.81',8
5003,'MONITOR LCD 18.5 A','29/11/2011','893.00','694.40','198.60',36,'24.81',8
5007,'TECLADO DE COMBO','29/11/2011','0.00','0.00','0.00',36,'0.00',''
5010,'MOUSE DE COMBO','29/11/2011','0.00','0.00','0.00',36,'0.00',''
5011,'MOUSE DE COMBO','29/11/2011','0.00','0.00','0.00',36,'0.00',''
5017,'IMP.EPSON FX-890','05/12/2011','3.987.00','2.990.25','996.75',36,'110.75',9
5097,'IMP/FAX DELCO 2690','11/02/2012','4.585.00','3.184.00','1.401.00',36,'127.36',11
5613,'CALC.CASIO MP120TM','10/08/2012','840.00','443.27','396.73',36,'23.33',17
5814,'DVR 16 CAMARAS','06/03/2013','7.280.00','2.426.64','4.853.36',36,'202.22',24
5815,'DVR 16 CAMARAS','06/03/2013','7.280.00','2.426.64','4.853.36',36,'202.22',24
5990,'IMP.EPSON FX-890','23/09/2013','19.732.00','3.288.66','16.443.34',36,'548.11',30
6021,'IMP.EPSON FX-890','23/10/2013','18.749.00','2.604.00','16.145.00',36,'520.81',31
83001,'NEVERA CONDESA MOD','01/04/2001','50.00','49.33','0.67',36,'1.39',0
321043,'MONITOR SVGA 14" A','30/11/2002','127.41','127.41','0.00',36,'3.54',''
323012,'MONITOR SCAOC 4V','15/11/2001','100.00','100.00','0.00',36,'2.78',''
341004,'IMP.EPSON FX-880','24/05/2000','230.00','230.00','0.00',36,'6.39',''
341019,'IMP.EPSON FX-2180','01/05/2000','350.25','350.25','0.00',36,'9.73',''
341026,'IMP.EPSON FX-880','26/10/2001','221.84','221.84','0.00',36,'6.16',''
344006,'IMP.EPSON FX-880','03/04/2000','208.00','208.00','0.00',36,'5.78',''
373002,'CALCULADORA CASIO','01/04/2001','50.00','50.00','0.00',36,'1.39',''
373010,'CALCULADORA CANON','01/04/2001','50.00','50.00','0.00',36,'1.39',''
374003,'CALCULADORA CANON','01/10/1998','33.00','33.00','0.00',36,'0.92',''
374004,'CALCULADORA CANON','02/11/2000','57.00','56.34','0.66',36,'1.58',0
374005,'CALCULADORA CANON','02/11/2000','57.00','56.34','0.66',36,'1.58',0
383001,'FAX SAMSUNG MOD. S','01/04/2001','200.00','200.00','0.00',36,'5.56',''
393011,'TECLADO COMPAQ','01/04/2001','12.00','12.00','0.00',36,'0.33',''
4535,'INS ANTENA BOLIVAR','30/09/2000','2.000.00','2.000.00','0.00',60,'33.33',''
105,'ESCRITORIO 2 GAVET','12/05/2003','0.00','0.00','0.00',120,'0.00',''
113,'CUADRO DECORATIVO','30/04/2003','0.00','0.00','0.00',120,'0.00',''
114,'CUADRO DECORATIVO','30/04/2003','0.00','0.00','0.00',120,'0.00',''
115,'CUADRO DECORATIVO','30/04/2003','0.00','0.00','0.00',120,'0.00',''
162,'PESO MANUAL','12/05/2003','0.00','0.00','0.00',120,'0.00',''
193,'MESA PARA COMPUTAD','12/05/2003','0.00','0.00','0.00',120,'0.00',''
572,'TELEFONO PANASONIC','19/05/2003','0.00','0.00','0.00',120,'0.00',''
702,'MICROONDAS LG MOD:','07/08/2003','431.03','430.90','0.13',120,'3.59',0
850,'CAJA FUERTE BNA','30/03/2004','1.200.00','1.200.00','0.00',120,'10.00',''
910,'LUZ DE EMERGENCIA','22/07/2004','0.00','0.00','0.00',120,'0.00',''
1308,'LOCKERS DE 2 PUERT','12/12/2005','90.00','76.50','13.50',120,'0.75',18
1309,'LOCKERS DE 2 PUERT','12/12/2005','90.00','76.50','13.50',120,'0.75',18
1322,'TELEVISOR LG 20"','14/12/2005','0.00','0.00','0.00',120,'0.00',''
1504,'ENFRIADOR DISPENSA','25/05/2006','350.00','282.40','67.60',120,'2.92',23
1885,'SILLON MANAPLAS RO','21/06/2007','32.43','22.68','9.75',120,'0.27',36
1886,'SILLON MANAPLAS RO','21/06/2007','32.43','22.68','9.75',120,'0.27',36
1955,'VENTILADOR PEDESTA','30/07/2007','128.44','88.81','39.63',120,'1.07',37
2227,'TELEFONO INALAMBRI','18/12/2007','36.61','23.40','13.21',120,'0.31',43
2232,'LAMPARA DE EMERGEN','20/12/2007','0.00','0.00','0.00',120,'0.00',''
2233,'LAMPARA DE EMERGEN','20/12/2007','0.00','0.00','0.00',120,'0.00',''
2234,'LAMPARA DE EMERGEN','20/12/2007','0.00','0.00','0.00',120,'0.00',''
2235,'ARCHIVADOR FORMICA','20/12/2007','0.00','0.00','0.00',120,'0.00',''
2237,'LAMPARA DE EMERGEN','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2241,'BOTIQUIN DE PRIMER','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2243,'LAMPARA DE EMERGEN','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2244,'LAMPARA DE EMERGEN','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2245,'CARTELERA INFORMAT','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2246,'CUADRO DE HORARIOS','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2247,'BOTIQUIN DE PRIMER','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2248,'DISPENSADOR PAPEL','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2249,'DISP.PAPEL HIGIENI','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2250,'DISPENSADOR PAPEL','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2251,'DISP.PAPEL HIGIENI','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2252,'DISP.PAPEL HIGIENI','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2254,'DISP.PEPEL HIGIENI','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2255,'DISP.PAPEL PARA MA','21/12/2007','0.00','0.00','0.00',120,'0.00',''
2282,'CENTRAL TELEFONICA','14/01/2008','3.000.00','3.000.00','0.00',120,'25.00',''
2711,'MESON CON FORMICA','07/10/2008','5.000.00','2.791.22','2.208.78',120,'41.67',53
2733,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2734,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2735,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2736,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2737,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2738,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2739,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2740,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2741,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2742,'SILLA VISIT.NEGRA','10/10/2008','130.00','72.36','57.64',120,'1.08',53
2745,'SILLA EJECUTIVA AZ','10/10/2008','450.00','251.25','198.75',120,'3.75',53
2890,'CAFETERA OSTER 10','03/02/2009','193.00','43.20','149.80',120,'1.61',93
2927,'LOKER 4 PUERTAS','01/03/2009','202.00','45.36','156.64',120,'1.68',93
2928,'LOKER 4 PUERTOS','01/03/2009','202.00','45.36','156.64',120,'1.68',93
2929,'LOKER 4 PUERTAS','01/03/2009','202.00','45.36','156.64',120,'1.68',93
2930,'LOKER 4 PUERTAS','01/03/2009','202.00','45.36','156.64',120,'1.68',93
3208,'CARTEL.CORCHO 40X6','01/12/2009','129.00','28.89','100.11',120,'1.08',93
3211,'CARTEL.CORCHO 40X6','01/12/2009','129.00','28.89','100.11',120,'1.08',93
3341,'TELF.PANASONIC INA','25/02/2010','266.96','0.00','266.96',120,'2.22',120
3423,'SILLA VISITANTE AZ','09/04/2010','437.50','98.28','339.22',120,'3.65',93
3424,'SILLA VISITANTE AZ','09/04/2010','437.50','98.28','339.22',120,'3.65',93
3718,'CARTEL.CORCHO 80X1','12/07/2010','247.82','63.86','183.96',120,'2.07',89
4167,'CARRETILL.YALE 27X','02/02/2011','5.000.00','2.583.23','2.416.77',120,'41.67',58
4226,'LAMPARA DE EMERGEN','01/02/2011','340.00','76.41','263.59',120,'2.83',93
4227,'LAMPARA DE EMERGEN','01/02/2011','340.00','76.41','263.59',120,'2.83',93
4228,'LAMPARA DE EMERGEN','01/02/2011','340.00','76.41','263.59',120,'2.83',93
4229,'LAMPARA DE EMERGEN','01/02/2011','340.00','76.41','263.59',120,'2.83',93
4480,'MESA PARA COMP.J.Z','08/04/2011','490.18','146.88','343.30',120,'4.08',84
4591,'LAMPARA DE EMERGEN','24/05/2011','340.00','198.10','141.90',120,'2.83',50
4898,'TELF.PANA.KX-TS500','01/09/2011','196.43','48.90','147.53',120,'1.64',90
4899,'TELF.PANA.KX-TS500','01/09/2011','196.43','48.90','147.53',120,'1.64',90
5015,'ENFRIADOR DE AGUA','07/03/2012','982.00','196.32','785.68',120,'8.18',96
5175,'ENFRIADOR DE AGUA','07/03/2012','982.00','196.32','785.68',120,'8.18',96
5291,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5292,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5293,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5294,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5295,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5296,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5297,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5298,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5299,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5300,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5301,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5302,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5303,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5304,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5305,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5306,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5307,'SILLA NOVAISO S/B','15/05/2012','232.00','42.46','189.54',120,'1.93',98
5572,'COMPACTO 3 TONELAD','04/07/2012','4.572.00','762.00','3.810.00',120,'38.10',100
5573,'COMPACTO 3 TONELAD','04/07/2012','4.572.00','762.00','3.810.00',120,'38.10',100
5735,'A/A VENTANA LG W12','01/11/2012','3.125.00','416.64','2.708.36',120,'26.04',104
5736,'A/A SPLIT PREMIUM','07/11/2012','3.304.00','440.48','2.863.52',120,'27.53',104
5778,'A/A SPLIT LG 18000','30/11/2012','5.179.00','690.40','4.488.60',120,'43.16',104
5921,'SILLA EJEC.AZIL SA','19/07/2013','3.050.00','203.28','2.846.72',120,'25.42',112
5922,'SILLA EJEC.AZIL SA','19/07/2013','3.050.00','203.28','2.846.72',120,'25.42',112
5923,'SILLA EJEC.AZIL SA','19/07/2013','3.050.00','203.28','2.846.72',120,'25.42',112
5987,'ENFRI.DE AGUA JAGU','19/09/2013','3.357.00','167.82','3.189.18',120,'27.98',114
5988,'ENFRI.DE AGUA JAGU','19/09/2013','3.357.00','167.82','3.189.18',120,'27.98',114
13002,'ESCRITORIO EJECUTI','01/04/2001','50.00','49.33','0.67',120,'0.42',2
13005,'ESCRITORIO SECRETA','01/04/2001','30.00','29.25','0.75',120,'0.25',3
13006,'ESCRITORIO SECRETA','01/04/2001','50.00','49.33','0.67',120,'0.42',2
13007,'ESCRITORIO SECRETA','01/04/2001','30.00','29.25','0.75',120,'0.25',3
13008,'ESCRITORIO FORMICA','01/04/2001','30.00','29.25','0.75',120,'0.25',3
13009,'ESCRITORIO FORMICA','01/04/2001','50.00','49.33','0.67',120,'0.42',2
13011,'ESCRITORIO FORMICA','01/04/2001','15.00','14.08','0.92',120,'0.13',7
13012,'ESCRITORIO FORMICA','01/04/2001','15.00','14.08','0.92',120,'0.13',7
14007,'ESCRITORIO FORMICA','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14008,'ESCRITORIO FORMICA','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14009,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14010,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14012,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14013,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14014,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14015,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14016,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
14018,'ESCRITORIO S/GAVET','01/10/1999','65.00','64.42','0.58',120,'0.54',1
23007,'SILLAS VISITANTES-','01/04/2001','20.00','19.10','0.90',120,'0.17',5
23012,'SILLAS VISITANTES','01/04/2001','24.00','23.20','0.80',120,'0.20',4
23018,'SILLA PLASTICA ROJ','01/04/2001','4.00','3.03','0.97',120,'0.03',29
23023,'SILLA PLASTICA ROJ','01/04/2001','4.00','3.03','0.97',120,'0.03',29
23024,'SILLA PLASTICA ROJ','01/04/2001','4.00','3.03','0.97',120,'0.03',29
23029,'SILLA PLASTICA ROJ','01/04/2001','4.00','3.03','0.97',120,'0.03',29
23046,'SILLAS VISITANTES','01/04/2001','24.00','23.20','0.80',120,'0.20',4
23047,'SILLA PLASTICA ROJ','01/04/2001','4.00','3.03','0.97',120,'0.03',29
24003,'SILLAS EMPLEADOS E','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24007,'SILLA EMPLEADO EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24009,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24011,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24013,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24014,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24015,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24018,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24019,'SILLAS EMPLEADOS E','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24020,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24021,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24023,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24024,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24035,'SILLA EMPLEADO EN','12/11/2001','0.00','0.00','0.00',120,'0.00',''
24036,'SILLA EMPLEADO EN','12/11/2001','0.00','0.00','0.00',120,'0.00',''
24039,'SILLA EMPLEADO EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24040,'SILLA EMPLEADO EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
24041,'SILLA EMPLEADOS EN','01/10/1998','45.00','44.22','0.78',120,'0.38',2
53002,'ARCHIVO FORMICA 3','01/04/2001','30.00','29.25','0.75',120,'0.25',3
